id,nome_file_codice,nome_file_test,path_file_codice,path_file_test,linguaggio,source
python_a0001twosum_pyleet_solutions,a0001twosum.py,a0001twosum_testSuite.py,python/a0001twosum/a0001twosum.py,python/a0001twosum/a0001twosum_testSuite.py,python,pyleet_solutions
python_a0054spiralmatrix_pyleet_solutions,a0054spiralmatrix.py,a0054spiralmatrix_testSuite.py,python/a0054spiralmatrix/a0054spiralmatrix.py,python/a0054spiralmatrix/a0054spiralmatrix_testSuite.py,python,pyleet_solutions
python_a0055jumpgame_pyleet_solutions,a0055jumpgame.py,a0055jumpgame_testSuite.py,python/a0055jumpgame/a0055jumpgame.py,python/a0055jumpgame/a0055jumpgame_testSuite.py,python,pyleet_solutions
python_a0056mergeintervals_pyleet_solutions,a0056mergeintervals.py,a0056mergeintervals_testSuite.py,python/a0056mergeintervals/a0056mergeintervals.py,python/a0056mergeintervals/a0056mergeintervals_testSuite.py,python,pyleet_solutions
python_a0059spiralmatrixii_pyleet_solutions,a0059spiralmatrixii.py,a0059spiralmatrixii_testSuite.py,python/a0059spiralmatrixii/a0059spiralmatrixii.py,python/a0059spiralmatrixii/a0059spiralmatrixii_testSuite.py,python,pyleet_solutions
python_a0060permutationsequence_pyleet_solutions,a0060permutationsequence.py,a0060permutationsequence_testSuite.py,python/a0060permutationsequence/a0060permutationsequence.py,python/a0060permutationsequence/a0060permutationsequence_testSuite.py,python,pyleet_solutions
python_a0061rotatelist_pyleet_solutions,a0061rotatelist.py,a0061rotatelist_testSuite.py,python/a0061rotatelist/a0061rotatelist.py,python/a0061rotatelist/a0061rotatelist_testSuite.py,python,pyleet_solutions
python_a0062uniquepaths_pyleet_solutions,a0062uniquepaths.py,a0062uniquepaths_testSuite.py,python/a0062uniquepaths/a0062uniquepaths.py,python/a0062uniquepaths/a0062uniquepaths_testSuite.py,python,pyleet_solutions
python_a0063uniquepathsii_pyleet_solutions,a0063uniquepathsii.py,a0063uniquepathsii_testSuite.py,python/a0063uniquepathsii/a0063uniquepathsii.py,python/a0063uniquepathsii/a0063uniquepathsii_testSuite.py,python,pyleet_solutions
python_a0064minimumpathsum_pyleet_solutions,a0064minimumpathsum.py,a0064minimumpathsum_testSuite.py,python/a0064minimumpathsum/a0064minimumpathsum.py,python/a0064minimumpathsum/a0064minimumpathsum_testSuite.py,python,pyleet_solutions
python_a0071simplitypath_pyleet_solutions,a0071simplitypath.py,a0071simplitypath_testSuite.py,python/a0071simplitypath/a0071simplitypath.py,python/a0071simplitypath/a0071simplitypath_testSuite.py,python,pyleet_solutions
python_a0073setmatrixzeros_pyleet_solutions,a0073setmatrixzeros.py,a0073setmatrixzeros_testSuite.py,python/a0073setmatrixzeros/a0073setmatrixzeros.py,python/a0073setmatrixzeros/a0073setmatrixzeros_testSuite.py,python,pyleet_solutions
python_a0074search2dmatrix_pyleet_solutions,a0074search2dmatrix.py,a0074search2dmatrix_testSuite.py,python/a0074search2dmatrix/a0074search2dmatrix.py,python/a0074search2dmatrix/a0074search2dmatrix_testSuite.py,python,pyleet_solutions
python_a0075sortcolors_pyleet_solutions,a0075sortcolors.py,a0075sortcolors_testSuite.py,python/a0075sortcolors/a0075sortcolors.py,python/a0075sortcolors/a0075sortcolors_testSuite.py,python,pyleet_solutions
python_a0077combinations_pyleet_solutions,a0077combinations.py,a0077combinations_testSuite.py,python/a0077combinations/a0077combinations.py,python/a0077combinations/a0077combinations_testSuite.py,python,pyleet_solutions
python_a0078subsets_pyleet_solutions,a0078subsets.py,a0078subsets_testSuite.py,python/a0078subsets/a0078subsets.py,python/a0078subsets/a0078subsets_testSuite.py,python,pyleet_solutions
python_a0079wordsearch_pyleet_solutions,a0079wordsearch.py,a0079wordsearch_testSuite.py,python/a0079wordsearch/a0079wordsearch.py,python/a0079wordsearch/a0079wordsearch_testSuite.py,python,pyleet_solutions
python_a0080removeduplicatesfromsortedarrayii_pyleet_solutions,a0080removeduplicatesfromsortedarrayii.py,a0080removeduplicatesfromsortedarrayii_testSuite.py,python/a0080removeduplicatesfromsortedarrayii/a0080removeduplicatesfromsortedarrayii.py,python/a0080removeduplicatesfromsortedarrayii/a0080removeduplicatesfromsortedarrayii_testSuite.py,python,pyleet_solutions
python_a0082removeduplicatesfromsortedlistii_pyleet_solutions,a0082removeduplicatesfromsortedlistii.py,a0082removeduplicatesfromsortedlistii_testSuite.py,python/a0082removeduplicatesfromsortedlistii/a0082removeduplicatesfromsortedlistii.py,python/a0082removeduplicatesfromsortedlistii/a0082removeduplicatesfromsortedlistii_testSuite.py,python,pyleet_solutions
python_a0086partitionlist_pyleet_solutions,a0086partitionlist.py,a0086partitionlist_testSuite.py,python/a0086partitionlist/a0086partitionlist.py,python/a0086partitionlist/a0086partitionlist_testSuite.py,python,pyleet_solutions
python_a0089graycode_pyleet_solutions,a0089graycode.py,a0089graycode_testSuite.py,python/a0089graycode/a0089graycode.py,python/a0089graycode/a0089graycode_testSuite.py,python,pyleet_solutions
python_a0090subsetsii_pyleet_solutions,a0090subsetsii.py,a0090subsetsii_testSuite.py,python/a0090subsetsii/a0090subsetsii.py,python/a0090subsetsii/a0090subsetsii_testSuite.py,python,pyleet_solutions
python_a0091decodeways_pyleet_solutions,a0091decodeways.py,a0091decodeways_testSuite.py,python/a0091decodeways/a0091decodeways.py,python/a0091decodeways/a0091decodeways_testSuite.py,python,pyleet_solutions
python_a0092reverselinkedlistii_pyleet_solutions,a0092reverselinkedlistii.py,a0092reverselinkedlistii_testSuite.py,python/a0092reverselinkedlistii/a0092reverselinkedlistii.py,python/a0092reverselinkedlistii/a0092reverselinkedlistii_testSuite.py,python,pyleet_solutions
python_a0094binarytreeinordertraversal_pyleet_solutions,a0094binarytreeinordertraversal.py,a0094binarytreeinordertraversal_testSuite.py,python/a0094binarytreeinordertraversal/a0094binarytreeinordertraversal.py,python/a0094binarytreeinordertraversal/a0094binarytreeinordertraversal_testSuite.py,python,pyleet_solutions
python_a0095uniquebinarysearchtreesii_pyleet_solutions,a0095uniquebinarysearchtreesii.py,a0095uniquebinarysearchtreesii_testSuite.py,python/a0095uniquebinarysearchtreesii/a0095uniquebinarysearchtreesii.py,python/a0095uniquebinarysearchtreesii/a0095uniquebinarysearchtreesii_testSuite.py,python,pyleet_solutions
python_a0096uniquebinarysearchtrees_pyleet_solutions,a0096uniquebinarysearchtrees.py,a0096uniquebinarysearchtrees_testSuite.py,python/a0096uniquebinarysearchtrees/a0096uniquebinarysearchtrees.py,python/a0096uniquebinarysearchtrees/a0096uniquebinarysearchtrees_testSuite.py,python,pyleet_solutions
python_a0098validatebinarysearchtree_pyleet_solutions,a0098validatebinarysearchtree.py,a0098validatebinarysearchtree_testSuite.py,python/a0098validatebinarysearchtree/a0098validatebinarysearchtree.py,python/a0098validatebinarysearchtree/a0098validatebinarysearchtree_testSuite.py,python,pyleet_solutions
python_a0102binarytreelevelordertraversal_pyleet_solutions,a0102binarytreelevelordertraversal.py,a0102binarytreelevelordertraversal_testSuite.py,python/a0102binarytreelevelordertraversal/a0102binarytreelevelordertraversal.py,python/a0102binarytreelevelordertraversal/a0102binarytreelevelordertraversal_testSuite.py,python,pyleet_solutions
python_a0103binarytreezigzaglevelordertraversal_pyleet_solutions,a0103binarytreezigzaglevelordertraversal.py,a0103binarytreezigzaglevelordertraversal_testSuite.py,python/a0103binarytreezigzaglevelordertraversal/a0103binarytreezigzaglevelordertraversal.py,python/a0103binarytreezigzaglevelordertraversal/a0103binarytreezigzaglevelordertraversal_testSuite.py,python,pyleet_solutions
python_a0105constructbinarytreefrompreorderandinordertraversal_pyleet_solutions,a0105constructbinarytreefrompreorderandinordertraversal.py,a0105constructbinarytreefrompreorderandinordertraversal_testSuite.py,python/a0105constructbinarytreefrompreorderandinordertraversal/a0105constructbinarytreefrompreorderandinordertraversal.py,python/a0105constructbinarytreefrompreorderandinordertraversal/a0105constructbinarytreefrompreorderandinordertraversal_testSuite.py,python,pyleet_solutions
python_a0109convertsortedlisttobinarysearchtree_pyleet_solutions,a0109convertsortedlisttobinarysearchtree.py,a0109convertsortedlisttobinarysearchtree_testSuite.py,python/a0109convertsortedlisttobinarysearchtree/a0109convertsortedlisttobinarysearchtree.py,python/a0109convertsortedlisttobinarysearchtree/a0109convertsortedlisttobinarysearchtree_testSuite.py,python,pyleet_solutions
python_a0113pathsumii_pyleet_solutions,a0113pathsumii.py,a0113pathsumii_testSuite.py,python/a0113pathsumii/a0113pathsumii.py,python/a0113pathsumii/a0113pathsumii_testSuite.py,python,pyleet_solutions
python_a0114flattenbinarytreetolinkedlist_pyleet_solutions,a0114flattenbinarytreetolinkedlist.py,a0114flattenbinarytreetolinkedlist_testSuite.py,python/a0114flattenbinarytreetolinkedlist/a0114flattenbinarytreetolinkedlist.py,python/a0114flattenbinarytreetolinkedlist/a0114flattenbinarytreetolinkedlist_testSuite.py,python,pyleet_solutions
python_a0116populatingnextrightpointersineachnode_pyleet_solutions,a0116populatingnextrightpointersineachnode.py,a0116populatingnextrightpointersineachnode_testSuite.py,python/a0116populatingnextrightpointersineachnode/a0116populatingnextrightpointersineachnode.py,python/a0116populatingnextrightpointersineachnode/a0116populatingnextrightpointersineachnode_testSuite.py,python,pyleet_solutions
python_a0120triangle_pyleet_solutions,a0120triangle.py,a0120triangle_testSuite.py,python/a0120triangle/a0120triangle.py,python/a0120triangle/a0120triangle_testSuite.py,python,pyleet_solutions
python_a0127wordladder_pyleet_solutions,a0127wordladder.py,a0127wordladder_testSuite.py,python/a0127wordladder/a0127wordladder.py,python/a0127wordladder/a0127wordladder_testSuite.py,python,pyleet_solutions
python_a0129sumroottoleafnumbers_pyleet_solutions,a0129sumroottoleafnumbers.py,a0129sumroottoleafnumbers_testSuite.py,python/a0129sumroottoleafnumbers/a0129sumroottoleafnumbers.py,python/a0129sumroottoleafnumbers/a0129sumroottoleafnumbers_testSuite.py,python,pyleet_solutions
python_a0130surroundedregions_pyleet_solutions,a0130surroundedregions.py,a0130surroundedregions_testSuite.py,python/a0130surroundedregions/a0130surroundedregions.py,python/a0130surroundedregions/a0130surroundedregions_testSuite.py,python,pyleet_solutions
python_a0131palindromepartitioning_pyleet_solutions,a0131palindromepartitioning.py,a0131palindromepartitioning_testSuite.py,python/a0131palindromepartitioning/a0131palindromepartitioning.py,python/a0131palindromepartitioning/a0131palindromepartitioning_testSuite.py,python,pyleet_solutions
python_a0133clonegraph_pyleet_solutions,a0133clonegraph.py,a0133clonegraph_testSuite.py,python/a0133clonegraph/a0133clonegraph.py,python/a0133clonegraph/a0133clonegraph_testSuite.py,python,pyleet_solutions
python_a0134gasstation_pyleet_solutions,a0134gasstation.py,a0134gasstation_testSuite.py,python/a0134gasstation/a0134gasstation.py,python/a0134gasstation/a0134gasstation_testSuite.py,python,pyleet_solutions
python_a0138copylistwithrandompointer_pyleet_solutions,a0138copylistwithrandompointer.py,a0138copylistwithrandompointer_testSuite.py,python/a0138copylistwithrandompointer/a0138copylistwithrandompointer.py,python/a0138copylistwithrandompointer/a0138copylistwithrandompointer_testSuite.py,python,pyleet_solutions
python_a0139wordbreak_pyleet_solutions,a0139wordbreak.py,a0139wordbreak_testSuite.py,python/a0139wordbreak/a0139wordbreak.py,python/a0139wordbreak/a0139wordbreak_testSuite.py,python,pyleet_solutions
python_a0142linkedlistcycleii_pyleet_solutions,a0142linkedlistcycleii.py,a0142linkedlistcycleii_testSuite.py,python/a0142linkedlistcycleii/a0142linkedlistcycleii.py,python/a0142linkedlistcycleii/a0142linkedlistcycleii_testSuite.py,python,pyleet_solutions
python_a0143reorderlist_pyleet_solutions,a0143reorderlist.py,a0143reorderlist_testSuite.py,python/a0143reorderlist/a0143reorderlist.py,python/a0143reorderlist/a0143reorderlist_testSuite.py,python,pyleet_solutions
python_a0144binarytreepreordertraversal_pyleet_solutions,a0144binarytreepreordertraversal.py,a0144binarytreepreordertraversal_testSuite.py,python/a0144binarytreepreordertraversal/a0144binarytreepreordertraversal.py,python/a0144binarytreepreordertraversal/a0144binarytreepreordertraversal_testSuite.py,python,pyleet_solutions
python_a0146lrucache_pyleet_solutions,a0146lrucache.py,a0146lrucache_testSuite.py,python/a0146lrucache/a0146lrucache.py,python/a0146lrucache/a0146lrucache_testSuite.py,python,pyleet_solutions
python_a0147insertionsortlist_pyleet_solutions,a0147insertionsortlist.py,a0147insertionsortlist_testSuite.py,python/a0147insertionsortlist/a0147insertionsortlist.py,python/a0147insertionsortlist/a0147insertionsortlist_testSuite.py,python,pyleet_solutions
python_a0148sortlist_pyleet_solutions,a0148sortlist.py,a0148sortlist_testSuite.py,python/a0148sortlist/a0148sortlist.py,python/a0148sortlist/a0148sortlist_testSuite.py,python,pyleet_solutions
python_a0150evaluatereversepolishnotation_pyleet_solutions,a0150evaluatereversepolishnotation.py,a0150evaluatereversepolishnotation_testSuite.py,python/a0150evaluatereversepolishnotation/a0150evaluatereversepolishnotation.py,python/a0150evaluatereversepolishnotation/a0150evaluatereversepolishnotation_testSuite.py,python,pyleet_solutions
python_a0151reversewordsinastring_pyleet_solutions,a0151reversewordsinastring.py,a0151reversewordsinastring_testSuite.py,python/a0151reversewordsinastring/a0151reversewordsinastring.py,python/a0151reversewordsinastring/a0151reversewordsinastring_testSuite.py,python,pyleet_solutions
python_a0152maximumproductsubarray_pyleet_solutions,a0152maximumproductsubarray.py,a0152maximumproductsubarray_testSuite.py,python/a0152maximumproductsubarray/a0152maximumproductsubarray.py,python/a0152maximumproductsubarray/a0152maximumproductsubarray_testSuite.py,python,pyleet_solutions
python_a0153findminimuminrotatedsortedarray_pyleet_solutions,a0153findminimuminrotatedsortedarray.py,a0153findminimuminrotatedsortedarray_testSuite.py,python/a0153findminimuminrotatedsortedarray/a0153findminimuminrotatedsortedarray.py,python/a0153findminimuminrotatedsortedarray/a0153findminimuminrotatedsortedarray_testSuite.py,python,pyleet_solutions
python_a0162findpeakelement_pyleet_solutions,a0162findpeakelement.py,a0162findpeakelement_testSuite.py,python/a0162findpeakelement/a0162findpeakelement.py,python/a0162findpeakelement/a0162findpeakelement_testSuite.py,python,pyleet_solutions
python_a0165compareversionnumbers_pyleet_solutions,a0165compareversionnumbers.py,a0165compareversionnumbers_testSuite.py,python/a0165compareversionnumbers/a0165compareversionnumbers.py,python/a0165compareversionnumbers/a0165compareversionnumbers_testSuite.py,python,pyleet_solutions
python_a0166fractiontorecurringdecimal_pyleet_solutions,a0166fractiontorecurringdecimal.py,a0166fractiontorecurringdecimal_testSuite.py,python/a0166fractiontorecurringdecimal/a0166fractiontorecurringdecimal.py,python/a0166fractiontorecurringdecimal/a0166fractiontorecurringdecimal_testSuite.py,python,pyleet_solutions
python_a0179largestnumber_pyleet_solutions,a0179largestnumber.py,a0179largestnumber_testSuite.py,python/a0179largestnumber/a0179largestnumber.py,python/a0179largestnumber/a0179largestnumber_testSuite.py,python,pyleet_solutions
python_a0187repeateddnasequences_pyleet_solutions,a0187repeateddnasequences.py,a0187repeateddnasequences_testSuite.py,python/a0187repeateddnasequences/a0187repeateddnasequences.py,python/a0187repeateddnasequences/a0187repeateddnasequences_testSuite.py,python,pyleet_solutions
python_a0199binarytreerightsideview_pyleet_solutions,a0199binarytreerightsideview.py,a0199binarytreerightsideview_testSuite.py,python/a0199binarytreerightsideview/a0199binarytreerightsideview.py,python/a0199binarytreerightsideview/a0199binarytreerightsideview_testSuite.py,python,pyleet_solutions
python_a0200numberofislands_pyleet_solutions,a0200numberofislands.py,a0200numberofislands_testSuite.py,python/a0200numberofislands/a0200numberofislands.py,python/a0200numberofislands/a0200numberofislands_testSuite.py,python,pyleet_solutions
python_a0201bitwiseandofnumbersrange_pyleet_solutions,a0201bitwiseandofnumbersrange.py,a0201bitwiseandofnumbersrange_testSuite.py,python/a0201bitwiseandofnumbersrange/a0201bitwiseandofnumbersrange.py,python/a0201bitwiseandofnumbersrange/a0201bitwiseandofnumbersrange_testSuite.py,python,pyleet_solutions
python_a0207courseschedule_pyleet_solutions,a0207courseschedule.py,a0207courseschedule_testSuite.py,python/a0207courseschedule/a0207courseschedule.py,python/a0207courseschedule/a0207courseschedule_testSuite.py,python,pyleet_solutions
python_a0208implementtrieprefixtree_pyleet_solutions,a0208implementtrieprefixtree.py,a0208implementtrieprefixtree_testSuite.py,python/a0208implementtrieprefixtree/a0208implementtrieprefixtree.py,python/a0208implementtrieprefixtree/a0208implementtrieprefixtree_testSuite.py,python,pyleet_solutions
python_a0209minimumsizesubarraysum_pyleet_solutions,a0209minimumsizesubarraysum.py,a0209minimumsizesubarraysum_testSuite.py,python/a0209minimumsizesubarraysum/a0209minimumsizesubarraysum.py,python/a0209minimumsizesubarraysum/a0209minimumsizesubarraysum_testSuite.py,python,pyleet_solutions
python_a0210coursescheduleii_pyleet_solutions,a0210coursescheduleii.py,a0210coursescheduleii_testSuite.py,python/a0210coursescheduleii/a0210coursescheduleii.py,python/a0210coursescheduleii/a0210coursescheduleii_testSuite.py,python,pyleet_solutions
python_a0211addandsearchworddatastructuredesign_pyleet_solutions,a0211addandsearchworddatastructuredesign.py,a0211addandsearchworddatastructuredesign_testSuite.py,python/a0211addandsearchworddatastructuredesign/a0211addandsearchworddatastructuredesign.py,python/a0211addandsearchworddatastructuredesign/a0211addandsearchworddatastructuredesign_testSuite.py,python,pyleet_solutions
python_a0213houserobberii_pyleet_solutions,a0213houserobberii.py,a0213houserobberii_testSuite.py,python/a0213houserobberii/a0213houserobberii.py,python/a0213houserobberii/a0213houserobberii_testSuite.py,python,pyleet_solutions
python_a0215kthlargestelementinanarray_pyleet_solutions,a0215kthlargestelementinanarray.py,a0215kthlargestelementinanarray_testSuite.py,python/a0215kthlargestelementinanarray/a0215kthlargestelementinanarray.py,python/a0215kthlargestelementinanarray/a0215kthlargestelementinanarray_testSuite.py,python,pyleet_solutions
javascript_domainName.test.js_codewars_solutions,domainName.test.js.js,domainName.test.js_testSuite.js,javascript/domainName.test.js/domainName.test.js.js,javascript/domainName.test.js/domainName.test.js_testSuite.js,javascript,codewars_solutions
javascript_hashtagGenerator.test.js_codewars_solutions,hashtagGenerator.test.js.js,hashtagGenerator.test.js_testSuite.js,javascript/hashtagGenerator.test.js/hashtagGenerator.test.js.js,javascript/hashtagGenerator.test.js/hashtagGenerator.test.js_testSuite.js,javascript,codewars_solutions
javascript_humanReadableNumbers.test.js_codewars_solutions,humanReadableNumbers.test.js.js,humanReadableNumbers.test.js_testSuite.js,javascript/humanReadableNumbers.test.js/humanReadableNumbers.test.js.js,javascript/humanReadableNumbers.test.js/humanReadableNumbers.test.js_testSuite.js,javascript,codewars_solutions
javascript_meanSquareError.test.js_codewars_solutions,meanSquareError.test.js.js,meanSquareError.test.js_testSuite.js,javascript/meanSquareError.test.js/meanSquareError.test.js.js,javascript/meanSquareError.test.js/meanSquareError.test.js_testSuite.js,javascript,codewars_solutions
javascript_scramblies.test.js_codewars_solutions,scramblies.test.js.js,scramblies.test.js_testSuite.js,javascript/scramblies.test.js/scramblies.test.js.js,javascript/scramblies.test.js/scramblies.test.js_testSuite.js,javascript,codewars_solutions
javascript_spiralTraversal.test.js_codewars_solutions,spiralTraversal.test.js.js,spiralTraversal.test.js_testSuite.js,javascript/spiralTraversal.test.js/spiralTraversal.test.js.js,javascript/spiralTraversal.test.js/spiralTraversal.test.js_testSuite.js,javascript,codewars_solutions
javascript_titleCase.test.js_codewars_solutions,titleCase.test.js.js,titleCase.test.js_testSuite.js,javascript/titleCase.test.js/titleCase.test.js.js,javascript/titleCase.test.js/titleCase.test.js_testSuite.js,javascript,codewars_solutions
javascript_typoglycemiaGenerator.test.js_codewars_solutions,typoglycemiaGenerator.test.js.js,typoglycemiaGenerator.test.js_testSuite.js,javascript/typoglycemiaGenerator.test.js/typoglycemiaGenerator.test.js.js,javascript/typoglycemiaGenerator.test.js/typoglycemiaGenerator.test.js_testSuite.js,javascript,codewars_solutions
